,gvkey,adate,qdate,public_date,PE,DPR,ROE,PTB,PEG,DIVY,TICKER,Year,Completeness_Score,,,,,,,
37208,110039,12/31/2022,9/30/2023,12/31/2023,20.164,0.181,0.111,2.126,0.823,0.95%,AMKR,2023,12,,,,,,,
33022,40470,12/31/2022,9/30/2023,11/30/2023,-298.36,0.37,0.006,2.285,0.156,0,AMLX,2023,10,,,,,,,
39462,144520,12/31/2022,9/30/2023,11/30/2023,9.869,0,0.281,3.02,0.124,0,AMN,2023,11,,,,,,,
10122,17367,12/31/2022,9/30/2023,12/31/2023,17.165,0.423,0.093,1.583,2.742,2.46%,AMNB,2023,12,,,,,,,
3136,5520,12/31/2022,6/30/2023,10/31/2023,19.034,0.07,0.107,1.85,4.822,0.44%,AMOT,2023,12,,,,,,,
41824,164708,12/31/2022,9/30/2023,12/31/2023,15.497,0.205,0.708,10.049,0.681,1.42%,AMP,2023,12,,,,,,,
45084,184465,12/31/2022,9/30/2023,11/30/2023,-0.497,0,-0.878,0.892,0,0,AMPE,2023,10,,,,,,,
10145,17396,12/31/2022,9/30/2023,11/30/2023,-5.483,0,-0.099,0.568,0.155,0,AMPG,2023,9,,,,,,,
12451,20659,12/31/2022,9/30/2023,11/30/2023,21.914,0,0.249,4.532,0.111,0,AMPH,2023,11,,,,,,,
31641,39555,12/31/2022,9/30/2023,11/30/2023,-12.831,0,-0.328,3.056,0.156,0,AMPL,2023,9,,,,,,,
26424,37355,12/31/2022,9/30/2023,11/30/2023,9.434,0,0.202,1.655,0.156,0,AMPS,2023,10,,,,,,,
33176,40636,12/31/2022,9/30/2023,11/30/2023,-10.538,0,-0.468,5.525,0.156,0,AMPX,2023,9,,,,,,,
46247,194755,12/31/2022,9/30/2023,11/30/2023,0.66,0,-0.148,0.694,0.008,0,AMPY,2023,11,,,,,,,
17278,27841,12/31/2022,12/31/2022,4/30/2023,1.844,0.07,1.457,1.543,0.024,1.20%,AMR,2023,12,,,,,,,
45247,185128,12/31/2022,9/30/2023,11/30/2023,34.045,0,0.056,1.175,5.975,0,AMRC,2023,11,,,,,,,
11366,19172,6/30/2023,9/30/2023,12/31/2023,5.718,0.324,0.23,1.173,0.368,5.95%,AMRK,2023,12,,,,,,,
45170,184717,12/31/2021,9/30/2022,1/31/2023,-0.952,0,-1.685,2.353,0.156,0,AMRS,2023,9,,,,,,,
11132,18888,12/31/2022,9/30/2023,11/30/2023,71.833,0,0.034,4.012,0.156,0,AMRX,2023,10,,,,,,,
334,1559,12/31/2022,9/30/2023,11/30/2023,34,0,0.02,0.654,0.162,0,AMS,2023,11,,,,,,,
15135,24795,3/31/2023,6/30/2023,10/31/2023,-5.544,0,-0.346,2.43,-0.511,0,AMSC,2023,10,,,,,,,
41775,164572,12/31/2022,9/30/2023,11/30/2023,14.55,1.604,0.187,2.75,5.597,10.10%,AMSF,2023,12,,,,,,,
25533,36863,6/30/2023,9/30/2023,11/30/2023,-1.444,0,-0.469,0.93,-0.016,0,AMST,2023,10,,,,,,,
347,1562,4/30/2023,10/31/2023,12/31/2023,40.357,1.582,0.069,2.718,2.348,3.89%,AMSWA,2023,12,,,,,,,
24880,36496,12/31/2022,9/30/2023,11/30/2023,-0.103,0,-1.526,0.502,-0.007,0,AMTI,2023,10,,,,,,,
41327,162453,12/31/2022,9/30/2023,11/30/2023,-3.731,0,0.027,1.716,-0.547,0,AMTX,2023,8,,,,,,,
33681,41621,12/31/2022,3/31/2023,7/31/2023,-12.489,0,-63.664,2.804,0.157,0,AMV,2023,9,,,,,,,
7669,12379,4/30/2023,10/31/2023,12/31/2023,13.634,0,0.128,1.648,0.068,0,AMWD,2023,11,,,,,,,
25672,36950,12/31/2022,9/30/2023,11/30/2023,-0.523,0,-0.793,0.644,-0.009,0,AMWL,2023,10,,,,,,,
35847,64768,12/31/2022,9/30/2023,12/31/2023,79.135,0,0.132,8.581,8.932,0,AMZN,2023,11,,,,,,,
5664,9063,12/31/2022,9/30/2023,11/30/2023,5.793,0,0.502,2.612,0.058,0,AN,2023,11,,,,,,,
16148,26162,12/31/2022,6/30/2023,10/31/2023,-3.143,0,-0.557,2.92,-0.01,0,ANAB,2023,10,,,,,,,
423,1659,12/31/2022,12/31/2022,4/30/2023,12.919,0.205,0.099,1.194,0.034,1.66%,ANDE,2023,12,,,,,,,
29045,38706,6/30/2023,9/30/2023,11/30/2023,-4.957,0,-0.798,7.015,0.158,0,ANEB,2023,9,,,,,,,
12546,20748,12/31/2022,9/30/2023,11/30/2023,36.557,0,0.372,10.507,9.687,0,ANET,2023,11,,,,,,,
35361,63643,1/31/2023,10/31/2023,12/31/2023,22.055,0,0.296,5.134,0.155,0,ANF,2023,11,,,,,,,
20517,32502,12/31/2022,12/31/2022,4/30/2023,-8.846,0,-0.117,0.184,-0.021,0,ANGI,2023,10,,,,,,,
12256,20307,12/31/2022,3/31/2023,7/31/2023,-9.948,0,-0.524,2.015,0.1585,0,ANGN,2023,9,,,,,,,
46472,264387,5/31/2023,8/31/2023,12/31/2023,49,0,0.016,0.728,0.1585,0,ANGO,2023,10,,,,,,,
17677,28209,12/31/2021,9/30/2022,1/31/2023,-28.713,0,-0.053,1.555,-1.1,0,ANIK,2023,11,,,,,,,
10575,18204,12/31/2022,9/30/2023,11/30/2023,90.564,0.057,0.04,2.367,11.093,0,ANIP,2023,11,,,,,,,
8025,12717,10/31/2023,10/31/2023,12/31/2023,-12.125,0,-0.368,4.953,0.1585,0,ANIX,2023,9,,,,,,,
25377,36768,12/31/2022,9/30/2023,11/30/2023,-1.311,0,-0.632,0.845,-0.046,0,ANNX,2023,10,,,,,,,
35120,63080,12/31/2022,9/30/2023,11/30/2023,53.049,0,0.1,5.02,6.478,0,ANSS,2023,11,,,,,,,
33281,40833,12/31/2022,9/30/2023,11/30/2023,-6.208,0,-0.643,3.76,0.1585,0,ANTX,2023,9,,,,,,,
23511,35416,12/31/2022,9/30/2023,11/30/2023,-1.754,0,-1.683,13.086,-0.018,0,ANVS,2023,10,,,,,,,
27876,38030,,9/30/2023,12/31/2023,5.9675,0,0.027,7.396,0.159,0,ANZU,2023,6,,,,,,,
28052,38095,,9/30/2023,12/31/2023,5.9675,0,0.027,1.709,0.159,0,AONC,2023,5,,,,,,,
17260,27823,12/31/2022,6/30/2023,10/31/2023,-18.2,0,-0.094,1.731,-0.506,0,AORT,2023,10,,,,,,,
5951,9771,12/31/2022,9/30/2023,12/31/2023,41.427,0.608,0.167,5.379,5.919,1.55%,AOS,2023,12,,,,,,,
25498,36826,4/30/2023,10/31/2023,12/31/2023,-10.37,0,-0.056,0.584,0.159,0,AOUT,2023,9,,,,,,,
394,1613,12/31/2022,9/30/2023,11/30/2023,34.75,0,0.015,0.522,0.159,0,AP,2023,10,,,,,,,
442,1678,12/31/2022,9/30/2023,11/30/2023,7.377,0.205,1.612,7.984,0.053,2.78%,APA,2023,12,,,,,,,
9352,16113,12/31/2022,9/30/2023,12/31/2023,14.581,1.152,0.811,10.17,1.779,6.68%,APAM,2023,12,,,,,,,
41931,165286,12/31/2022,9/30/2023,11/30/2023,-1.435,0,-2.683,41.838,0.159,0,APCX,2023,9,,,,,,,
131,1209,9/30/2023,9/30/2023,12/31/2023,26.583,0.666,0.153,3.906,4.116,2.56%,APD,2023,12,,,,,,,
37010,106126,9/30/2023,9/30/2023,11/30/2023,-1.158,0,-1.073,2.133,0.1585,0,APDN,2023,9,,,,,,,
43721,178797,12/31/2021,9/30/2022,1/31/2023,-2.311,0,-0.252,0.726,0.1585,0,APEI,2023,10,,,,,,,
18628,29687,12/31/2022,12/31/2022,2/28/2023,-10.133,0,-0.849,14.726,0.1585,0,APEN,2023,9,,,,,,,
46687,325576,12/31/2022,9/30/2023,12/31/2023,5.978,0.524,0.06,3.169,0.1585,0,APG,2023,9,,,,,,,
34001,43091,12/31/2022,9/30/2023,11/30/2023,-14.036,0,0.027,2.289,0.1585,0,APGE,2023,8,,,,,,,
25542,36869,12/31/2022,6/30/2023,8/31/2023,-0.303,0,-0.832,1.501,0.1585,0,APGN,2023,9,,,,,,,
8744,14282,12/31/2022,3/31/2023,7/31/2023,28.579,0.252,0.272,6.823,52.379,0.95%,APH,2023,12,,,,,,,
39681,146738,5/31/2023,8/31/2023,12/31/2023,-12.036,0,-0.814,5.6,-0.199,0,APLD,2023,10,,,,,,,
16292,26359,12/31/2022,3/31/2023,7/31/2023,-4.107,0,-2.17,7.356,-0.496,0,APLS,2023,10,,,,,,,
23037,35091,12/31/2022,3/31/2023,7/31/2023,-0.973,0,-3.414,27.228,-2.802,0,APLT,2023,10,,,,,,,
44977,184254,12/31/2022,9/30/2023,12/31/2023,19.744,0.887,0.516,7.508,0.1595,1.85%,APO,2023,11,,,,,,,
455,1686,2/28/2023,8/31/2023,12/31/2023,11.738,0.204,0.259,2.727,0.017,1.80%,APOG,2023,12,,,,,,,
28230,38212,12/31/2022,9/30/2023,11/30/2023,129.241,0,0.058,9.052,0.16,0,APP,2023,10,,,,,,,
14464,24071,12/31/2022,6/30/2023,10/31/2023,-85.259,0,-0.298,17.969,-0.881,0,APPF,2023,10,,,,,,,
27703,37946,12/31/2022,3/31/2023,5/31/2023,-0.282,0,-0.536,0.261,0.1605,0,APPH,2023,9,,,,,,,
19527,31236,12/31/2022,9/30/2023,11/30/2023,-19.484,0,-1.053,22.179,-0.337,0,APPN,2023,10,,,,,,,
5838,9551,3/31/2023,3/31/2023,7/31/2023,67.75,0,0.029,1.759,1.244,0,APPS,2023,11,,,,,,,
23884,35648,12/31/2022,9/30/2023,11/30/2023,-0.95,0,-0.52,0.67,-0.034,0,APRE,2023,10,,,,,,,
19848,31624,12/31/2022,9/30/2023,11/30/2023,-0.668,0,-3.451,2.477,-0.005,0,APRN,2023,10,,,,,,,
34692,62072,12/31/2022,3/31/2023,7/31/2023,20.684,0,0.037,0.776,0.523,0,APT,2023,11,,,,,,,
21608,33643,12/31/2022,3/31/2023,5/31/2023,-0.072,0,-1.166,0.263,0.161,0,APTX,2023,9,,,,,,,
16867,27338,12/31/2021,9/30/2022,1/31/2023,2.13,0,0.531,0.944,0.014,0,APVO,2023,11,,,,,,,
8036,12719,12/31/2022,9/30/2023,11/30/2023,-5.488,0,-0.398,2.452,-5.845,0,APYX,2023,10,,,,,,,
46554,275862,12/31/2022,9/30/2023,11/30/2023,-5.029,0,-0.134,0.136,0.161,0,AQB,2023,9,,,,,,,
14793,24422,12/31/2022,9/30/2023,11/30/2023,-4.148,0,-0.903,2.65,0.161,0,AQMS,2023,9,,,,,,,
21801,33743,12/31/2022,9/30/2023,11/30/2023,-9.783,0,0.027,1.6985,0.161,0,AQST,2023,7,,,,,,,
20662,32610,9/30/2022,3/31/2023,5/31/2023,79.175,0,0.112,8.098,9.755,0,AQUA,2023,11,,,,,,,
10791,18465,12/31/2022,9/30/2023,11/30/2023,8.47,0,0.118,0.926,0.161,0,AR,2023,10,,,,,,,
11885,19832,12/31/2022,3/31/2023,7/31/2023,-0.625,0,-4.769,7.865,-0.087,0,ARAV,2023,10,,,,,,,
43172,176670,6/30/2023,9/30/2023,12/31/2023,-40.429,0,-0.131,5.392,0.161,0,ARAY,2023,9,,,,,,,
41151,162076,12/31/2022,9/30/2023,11/30/2023,10.885,0.757,0.073,0.776,0.385,7.07%,ARC,2023,12,,,,,,,
515,1743,12/31/2022,9/30/2023,12/31/2023,23.029,0.09,0.105,2.238,0.2,0.40%,ARCB,2023,12,,,,,,,
8987,14793,12/31/2022,9/30/2023,11/30/2023,4.018,0.458,0.603,2.184,0.003,6.42%,ARCH,2023,12,,,,,,,
20756,32715,12/31/2022,6/30/2023,10/31/2023,6.519,0,0.351,1.79,3.94,0,ARCT,2023,11,,,,,,,
21911,33855,12/31/2022,6/30/2023,8/31/2023,-0.191,0,0.027,1.696,0.161,0,ARDS,2023,7,,,,,,,
12416,20645,12/31/2022,9/30/2023,11/30/2023,-41,0,-0.257,5.477,0.161,0,ARDX,2023,9,,,,,,,
33257,40723,12/31/2022,9/30/2023,11/30/2023,-0.056,0,-0.368,0.136,0.161,0,AREB,2023,9,,,,,,,
15729,25589,12/31/2022,9/30/2023,11/30/2023,11.929,0,-0.955,8.894,0.161,0,AREC,2023,10,,,,,,,
18205,29064,12/31/2022,9/30/2023,11/30/2023,-0.786,0,0.027,1.696,0.161,0,AREN,2023,7,,,,,,,
12273,20412,12/31/2022,9/30/2023,12/31/2023,55.056,1.908,0.257,12.743,0.548,2.59%,ARES,2023,12,,,,,,,
32344,39820,12/31/2022,9/30/2023,11/30/2023,9.228,0,0.625,1.606,0.1605,0,ARHS,2023,10,,,,,,,
32033,39726,12/31/2022,9/30/2023,11/30/2023,16.833,0,0.051,0.764,0.1605,4.46%,ARIS,2023,11,,,,,,,
46627,312066,12/31/2022,9/30/2023,12/31/2023,6.038,0.641,0.167,3.36,0.1605,0,ARKO,2023,9,,,,,,,
7463,11872,9/30/2022,6/30/2023,10/31/2023,11.007,0.39,0.087,0.911,0.1605,4.84%,ARKR,2023,11,,,,,,,
322,1545,12/31/2022,9/30/2023,11/30/2023,4.915,0,0.082,0.395,0.005,0,ARL,2023,11,,,,,,,
21842,33766,12/31/2022,9/30/2023,11/30/2023,-18.18,0,-0.509,9.537,0.161,0,ARLO,2023,9,,,,,,,
45675,186858,9/30/2022,6/30/2023,10/31/2023,12.947,0.225,0.159,1.98,0.349,1.63%,ARMK,2023,12,,,,,,,
46730,332115,12/31/2022,9/30/2023,11/30/2023,-1.327,0,-1.756,2.022,-0.135,0,ARMP,2023,10,,,,,,,
24248,35978,12/31/2022,3/31/2023,7/31/2023,-14.58,0,-0.125,2.137,-0.517,0,ARNC,2023,10,,,,,,,
35978,65009,12/31/2022,9/30/2023,11/30/2023,27.34,1.168,0.096,2.622,0.161,4.28%,AROC,2023,11,,,,,,,
9506,16668,12/31/2022,6/30/2023,10/31/2023,9.068,0.456,0.11,1.006,15.771,4.92%,AROW,2023,12,,,,,,,
24310,36028,12/31/2022,9/30/2023,11/30/2023,-0.421,0,-1.529,3.717,-0.022,0,ARQT,2023,10,,,,,,,
26187,37200,12/31/2022,9/30/2023,11/30/2023,39.667,9.502,0.447,6.715,0.161,0,ARRY,2023,10,,,,,,,
16282,26356,12/31/2022,6/30/2023,9/30/2023,-0.44,0,-0.456,0.284,-0.001,0,ARTL,2023,10,,,,,,,
10108,17341,12/31/2022,6/30/2023,10/31/2023,22.717,0.636,0.069,1.309,24.166,2.89%,ARTNA,2023,12,,,,,,,
536,1783,11/30/2022,5/31/2023,9/30/2023,10.682,0,0.098,0.992,2.941,0,ARTW,2023,11,,,,,,,
22090,34077,12/31/2022,9/30/2023,11/30/2023,-3.973,0,-0.547,3.268,-0.133,0,ARVN,2023,10,,,,,,,
527,1773,12/31/2022,9/30/2023,12/31/2023,6.814,0,0.191,1.207,0.117,0,ARW,2023,11,,,,,,,
18048,28806,9/30/2023,9/30/2023,12/31/2023,-15.938,0,-0.613,12.115,-0.48,0,ARWR,2023,10,,,,,,,
25698,36964,1/31/2023,10/31/2023,12/31/2023,-14.293,0,-0.808,7.843,-1.35,0,ASAN,2023,10,,,,,,,
22416,34439,12/31/2022,12/31/2022,3/31/2023,-0.012,0,0.027,1.6925,0,0,ASAP,2023,8,,,,,,,
7417,11842,12/31/2022,9/30/2023,12/31/2023,8.731,0.409,0.099,0.821,0.954,4.11%,ASB,2023,12,,,,,,,
15802,25749,12/31/2022,9/30/2023,12/31/2023,21.23,0,0.111,2.226,1.447,0,ASGN,2023,11,,,,,,,
551,1794,9/30/2023,9/30/2023,12/31/2023,26.936,0.452,0.051,1.32,0.161,1.83%,ASH,2023,11,,,,,,,
17530,28070,12/31/2022,9/30/2023,11/30/2023,7.918,0.175,0.103,0.769,0.035,2.45%,ASIX,2023,12,,,,,,,
26967,37587,12/31/2022,9/30/2023,11/30/2023,139.5,0,0.014,1.587,0.161,0,ASLE,2023,10,,,,,,,
45307,185289,12/31/2022,9/30/2023,11/30/2023,-0.49,0,-0.937,1.103,-0.07,0,ASMB,2023,10,,,,,,,
33462,41227,12/31/2022,9/30/2023,11/30/2023,-0.384,0,-2.372,4.149,0.161,0,ASNS,2023,9,,,,,,,
25838,37054,1/31/2023,10/31/2023,12/31/2023,10.185,0.052,0.267,2.378,0.212,0.55%,ASO,2023,12,,,,,,,
33782,41768,12/31/2022,9/30/2023,11/30/2023,-4.364,0,-1.406,10.84,0.161,0,ASPI,2023,9,,,,,,,
45892,187550,12/31/2022,9/30/2023,11/30/2023,-12.329,0,-0.148,1.797,-0.245,0,ASPN,2023,10,,,,,,,
42400,170920,4/30/2022,1/31/2023,4/30/2023,-0.251,0,-0.239,0.178,-0.052,0,ASPU,2023,10,,,,,,,
36490,65944,12/31/2022,3/31/2023,7/31/2023,3.768,0,0.646,1.283,0.005,0,ASRT,2023,11,,,,,,,
10074,17269,12/31/2022,9/30/2023,12/31/2023,17.972,0.703,0.028,0.547,8.472,3.71%,ASRV,2023,12,,,,,,,
33651,41545,12/31/2022,9/30/2023,11/30/2023,-2.69,0,-1.398,1.095,0.161,0,ASST,2023,9,,,,,,,
34617,61766,6/30/2023,9/30/2023,11/30/2023,-1.311,0,-0.21,0.327,-0.001,0,ASTC,2023,10,,,,,,,
7620,12262,12/31/2022,9/30/2023,11/30/2023,39.859,0.665,0.028,1.11,0.1615,1.67%,ASTE,2023,11,,,,,,,
42135,166460,12/31/2022,9/30/2023,11/30/2023,-0.009,0,-5.448,0.631,0,0,ASTI,2023,10,,,,,,,
30269,39136,12/31/2022,9/30/2023,11/30/2023,-0.181,0,-1.993,3.147,0.162,0,ASTR,2023,9,,,,,,,
28847,38598,12/31/2022,9/30/2023,11/30/2023,-5.774,0,-0.522,3.419,0.162,0,ASTS,2023,9,,,,,,,
15364,25138,12/31/2021,9/30/2022,1/31/2023,-11.944,0,-0.112,1.471,0.162,0,ASUR,2023,10,,,,,,,
10955,18666,12/31/2021,9/30/2022,1/31/2023,-2.581,0,-0.465,1.677,-0.239,0,ASXC,2023,10,,,,,,,
5549,8864,9/30/2022,12/31/2022,4/30/2023,8.897,0,0.15,1.259,0.118,0,ASYS,2023,11,,,,,,,
24904,36515,12/31/2022,12/31/2022,2/28/2023,-58.238,0,0.027,1.6985,0.164,0,ATCX,2023,7,,,,,,,
42173,166555,12/31/2021,9/30/2022,1/31/2023,-8.455,0,-2.572,18.98,-0.595,0,ATEC,2023,10,,,,,,,
11902,19849,12/31/2022,9/30/2023,12/31/2023,24.849,0.444,0.223,4.958,0.092,1.82%,ATEN,2023,12,,,,,,,
23187,35210,12/31/2022,9/30/2023,11/30/2023,-0.278,0,-1.066,0.675,-0.005,0,ATER,2023,10,,,,,,,
12666,20961,3/31/2023,9/30/2023,11/30/2023,81.75,0,0.042,3.374,0.1675,0,ATEX,2023,10,,,,,,,
2002,3905,6/30/2023,9/30/2023,12/31/2023,24.563,0,0.071,1.671,0.1675,0,ATGE,2023,10,,,,,,,
25636,36915,12/31/2022,9/30/2023,11/30/2023,-0.453,0,-0.54,0.354,-0.004,0,ATHA,2023,10,,,,,,,
42977,176017,12/31/2021,9/30/2022,1/31/2023,-0.193,0,-5.296,1.659,0,0,ATHX,2023,10,,,,,,,
6372,10405,12/31/2022,9/30/2023,12/31/2023,22.073,0,0.287,4.682,0.062,0,ATI,2023,11,,,,,,,
46590,296677,12/31/2022,9/30/2023,11/30/2023,-0.118,0,-1.863,0.446,0.168,0,ATIP,2023,9,,,,,,,
16681,27014,9/30/2023,9/30/2023,12/31/2023,9.265,0,0.501,3.988,0.081,0,ATKR,2023,11,,,,,,,
37900,119714,12/31/2022,9/30/2023,11/30/2023,7.493,0.664,0.299,1.195,0.255,0,ATLC,2023,11,,,,,,,
19918,31718,12/31/2022,6/30/2023,10/31/2023,9.669,0.618,0.104,0.979,3.321,6.38%,ATLO,2023,12,,,,,,,
10424,18019,12/31/2022,9/30/2023,11/30/2023,-7.789,0,-6.54,40.598,0.168,0,ATLX,2023,9,,,,,,,
33906,42033,12/31/2022,9/30/2023,11/30/2023,10.57,0,0.566,45.908,0.168,0,ATMU,2023,10,,,,,,,
26388,37350,12/31/2022,9/30/2023,11/30/2023,-0.021,0,-2.581,0.145,0.168,0,ATNF,2023,9,,,,,,,
15064,24708,12/31/2022,9/30/2023,11/30/2023,-31.061,0,-0.017,0.831,-0.188,2.76%,ATNI,2023,11,,,,,,,
9723,16947,12/31/2022,9/30/2023,11/30/2023,-2.373,0,-0.809,2.881,-1.223,0,ATNM,2023,10,,,,,,,
19657,31405,12/31/2021,9/30/2022,1/31/2023,-2.451,0,-2.622,1.19,0.1685,0,ATNX,2023,9,,,,,,,
2323,4383,9/30/2023,9/30/2023,12/31/2023,19,0.486,0.072,1.306,2.478,2.78%,ATO,2023,12,,,,,,,
17177,27737,12/31/2022,9/30/2023,11/30/2023,-8.613,0,-0.942,9.133,-5.845,0,ATOM,2023,10,,,,,,,
45436,185659,12/31/2022,9/30/2023,11/30/2023,-3.096,0,-0.259,0.948,0.1685,0,ATOS,2023,9,,,,,,,
17628,28176,12/31/2022,9/30/2023,12/31/2023,29.363,0.361,0.136,3.668,2.818,1.33%,ATR,2023,12,,,,,,,
12702,21012,12/31/2022,9/30/2023,11/30/2023,-0.238,0,-3.006,0.531,0.168,0,ATRA,2023,9,,,,,,,
41568,163889,12/31/2021,9/30/2022,1/31/2023,-35.187,0,-0.118,4.475,0.168,0,ATRC,2023,10,,,,,,,
159,1234,12/31/2022,12/31/2022,4/30/2023,31.457,0.418,0.142,4.449,37.319,1.40%,ATRI,2023,12,,,,,,,
570,1823,12/31/2022,3/31/2023,7/31/2023,-18.243,0,-0.15,2.328,-6.811,0,ATRO,2023,10,,,,,,,
40342,155280,12/31/2022,3/31/2023,7/31/2023,10.446,0,0.101,0.852,0.044,0,ATSG,2023,11,,,,,,,
7820,12485,12/31/2022,9/30/2023,11/30/2023,-46,0,0.027,1.699,-0.141,0,ATUS,2023,9,,,,,,,
44330,180405,12/31/2022,6/30/2023,8/31/2023,33.696,0,0.113,3.476,3.567,1.08%,ATVI,2023,12,,,,,,,
17579,28093,3/31/2023,9/30/2023,11/30/2023,42.333,0,-0.01,0.203,0.1685,0,ATXG,2023,10,,,,,,,
20043,31848,12/31/2022,9/30/2023,11/30/2023,-0.15,0,-2.674,0.719,0,0,ATXI,2023,10,,,,,,,
14417,23980,12/31/2022,9/30/2023,11/30/2023,-2.114,0,-0.604,1.893,-0.005,0,ATXS,2023,10,,,,,,,
11774,19713,12/31/2022,9/30/2023,12/31/2023,13.483,0.558,0.091,1.148,0.703,3.50%,AUB,2023,12,,,,,,,
34175,61055,12/31/2022,9/30/2023,12/31/2023,7.573,0.382,0.145,1.208,0.901,5.08%,AUBN,2023,12,,,,,,,
37779,117902,12/31/2022,12/31/2022,4/30/2023,-0.117,0,-0.133,0.178,0,0,AUD,2023,10,,,,,,,
28266,38239,12/31/2022,9/30/2023,11/30/2023,-10.56,0,-5.11,53.202,0.169,0,AUGX,2023,9,,,,,,,
13832,23001,12/31/2022,9/30/2023,11/30/2023,-1.907,0,-4.884,10.204,0.169,0,AUID,2023,9,,,,,,,
35566,64163,12/31/2022,9/30/2023,11/30/2023,-0.013,0,-1.242,0.136,0,0,AULT,2023,10,,,,,,,
36482,65921,12/31/2022,9/30/2023,11/30/2023,-0.359,0,-1.862,3.127,0,0,AUMN,2023,10,,,,,,,
28075,38107,12/31/2022,9/30/2023,11/30/2023,-3,0,-0.521,1.174,0.17,0,AUR,2023,9,,,,,,,
32511,39872,12/31/2022,9/30/2023,11/30/2023,-4.113,0,-0.431,2.022,0.17,0,AURA,2023,9,,,,,,,
28018,38089,,6/30/2023,10/31/2023,6.205,0,0.027,1.6995,0.17,0,AURC,2023,5,,,,,,,
24382,36089,12/31/2022,9/30/2023,11/30/2023,-0.357,0,-2.222,1.622,0.17,0,AUUD,2023,9,,,,,,,
25353,36759,12/31/2022,9/30/2023,11/30/2023,-0.5,0,-0.948,0.136,-0.001,0,AUVI,2023,10,,,,,,,
7048,11304,12/31/2022,9/30/2023,11/30/2023,15.502,0.836,0.054,0.83,1.726,5.42%,AVA,2023,12,,,,,,,
29011,38688,12/31/2021,9/30/2022,1/31/2023,-0.411,0,-0.97,0.999,0.17,0,AVAH,2023,9,,,,,,,
43085,176362,4/30/2023,10/31/2023,12/31/2023,-26.041,0,-0.206,4.458,-0.028,0,AVAV,2023,10,,,,,,,
22366,34382,12/31/2021,9/30/2022,1/31/2023,-23.231,0,-7.412,6.597,0.1705,0,AVCO,2023,9,,,,,,,
20214,32228,12/31/2022,12/31/2022,2/28/2023,-0.353,0,-4.179,1.826,0,0,AVCT,2023,10,,,,,,,
358,1585,12/31/2022,9/30/2023,11/30/2023,58.625,0.736,0.012,0.724,4.258,1.28%,AVD,2023,12,,,,,,,
31985,39685,12/31/2022,9/30/2023,11/30/2023,-31.382,0,-0.103,3.343,0.1705,0,AVDX,2023,9,,,,,,,
44427,180711,10/31/2023,10/31/2023,12/31/2023,33.846,0.543,0.603,19.265,0.426,1.88%,AVGO,2023,12,,,,,,,
13665,22704,12/31/2021,9/30/2022,1/31/2023,-4.036,0,-2.002,2.334,-0.007,0,AVGR,2023,10,,,,,,,
17375,27925,12/31/2022,9/30/2023,11/30/2023,93.241,0,0.029,1.699,8.171,0,AVID,2023,9,,,,,,,
26282,37292,12/31/2021,9/30/2022,1/31/2023,12.861,0,0.054,0.581,0.17,0,AVIR,2023,10,,,,,,,
12914,21352,12/31/2022,3/31/2023,7/31/2023,47.058,0,0.019,0.863,1.608,0,AVNS,2023,11,,,,,,,
17663,28194,12/31/2022,9/30/2023,11/30/2023,104.091,2.852,0.012,1.218,3.009,2.88%,AVNT,2023,12,,,,,,,
43124,176572,6/30/2023,9/30/2023,12/31/2023,21.208,0,0.086,1.795,0.093,0,AVNW,2023,11,,,,,,,
25782,37019,10/31/2023,10/31/2023,12/31/2023,-252.25,0,-0.005,1.354,0.1695,0,AVO,2023,9,,,,,,,
30304,39157,12/31/2022,9/30/2023,11/30/2023,-39,0,-0.172,7.517,0.1695,0,AVPT,2023,9,,,,,,,
21631,33657,12/31/2022,9/30/2023,11/30/2023,-13.2,0,-0.047,0.572,0.1695,0,AVRO,2023,9,,,,,,,
630,1919,6/30/2022,3/31/2023,7/31/2023,5.336,0.122,0.204,0.957,0.265,2.39%,AVT,2023,12,,,,,,,
37687,116772,12/31/2022,3/31/2023,7/31/2023,-193.25,0,-0.001,1.964,-2.424,0,AVTA,2023,11,,,,,,,
29880,38987,12/31/2022,9/30/2023,11/30/2023,-5.734,0,-0.539,3.457,0.1695,0,AVTE,2023,9,,,,,,,
22983,35065,12/31/2022,9/30/2023,11/30/2023,39.222,0,0.065,2.492,0.22,0,AVTR,2023,11,,,,,,,
16115,26149,12/31/2021,9/30/2022,1/31/2023,-174.36,0,-2.182,1.604,-0.803,0,AVTX,2023,10,,,,,,,
42124,166447,9/30/2023,9/30/2023,12/31/2023,-15.517,0,-0.334,5.388,-1.474,0,AVXL,2023,10,,,,,,,
623,1913,12/31/2022,9/30/2023,12/31/2023,34.034,0.522,0.233,7.889,7.604,1.60%,AVY,2023,12,,,,,,,
20878,32855,,6/30/2022,1/31/2023,6.241,0,-3.35,1.699,0.1695,0,AVYA,2023,6,,,,,,,
39068,140042,12/31/2022,9/30/2023,11/30/2023,-1.486,0,-2.955,4.71,-0.005,0,AWH,2023,10,,,,,,,
42927,175689,12/31/2022,9/30/2023,11/30/2023,16.962,0.204,0.317,4.96,0.17,1.32%,AWI,2023,11,,,,,,,
30349,39169,,9/30/2023,12/31/2023,6.241,0,0.029,1.698,0.17,0,AWIN,2023,5,,,,,,,
